"Airport Name","City","Country","three-digit code","four_digit","l1","l2"
"Long Beach /Daugherty Field/ Airport","Long Beach","United States","LGB","KLGB",33.81769943,-118.1520004
"Lagrange Callaway Airport","LaGrange","United States","LGC","KLGC",33.00889969,-85.07260132
"La Grande/Union County Airport","La Grande","United States","LGD","KLGD",45.29019928,-118.0070038
"Liège Airport","Liege","Belgium","LGG","EBLG",50.63740158,5.443220139
"Leigh Creek Airport","Leigh Creek","Australia","LGH","YLEC",-30.59830093,138.4259949
"Deadman's Cay Airport","Dead Man's Cay","Bahamas","LGI","MYLD",23.17900085,-75.09359741
"Langkawi International Airport","Langkawi","Malaysia","LGK","WMKL",6.329730034,99.72869873
"Long Lellang Airport","Long Datih","Malaysia","LGL","WBGF",3.421000004,115.1539993
"Langeoog Airport","Langeoog","Germany","LGO","EDWL",53.74250031,7.497777939
"Legazpi City International Airport","Legazpi","Philippines","LGP","RPLP",13.1575,123.735
"Cochrane Airport","Cochrane","Chile","LGR","SCHR",-47.24380112,-72.58840179
"Comodoro D.R. Salomón Airport","Malargue","Argentina","LGS","SAMM",-35.49359894,-69.57430267
"Logan-Cache Airport","Logan","United States","LGU","KLGU",41.79119873,-111.8519974
"London Gatwick Airport","London","United Kingdom","LGW","EGKK",51.14810181,-0.1902779937
"Lahr Airport","Lahr","Germany","LHA","EDTL",48.36930084,7.827720165
"Caballococha Airport","Caballococha","Peru","LHC","SPBC",-3.916860104,-70.5082016
"Lake Hood Seaplane Base","Anchorage","United States","LHD","PALH",61.18000031,-149.9720001
"Alama Iqbal International Airport","Lahore","Pakistan","LHE","OPLA",31.52160072,74.4036026
"Lightning Ridge Airport","Lightning Ridge","Australia","LHG","YLRD",-29.45669937,147.9839935
"Guangzhou MR Air Base","Guanghua","China","LHK","ZHGH",32.38940048,111.6949997
"Lincoln Regional Karl Harder Field","Lincoln","United States","LHM","KLHM",38.90919876,-121.3509979
"London Heathrow Airport","London","United Kingdom","LHR","EGLL",51.4706,-0.461941
"Las Heras Airport","Las Heras","Argentina","LHS","SAVH",-46.53829956,-68.96530151
"William T. Piper Memorial Airport","Lock Haven","United States","LHV","KLHV",41.13560104,-77.42230225
"Lanzhou Zhongchuan Airport","Lanzhou","China","LHW","ZLLL",36.51520157,103.6200027
"La Junta Municipal Airport","La Junta","United States","LHX","KLHX",38.04970169,-103.5090027
"Valkenburg Naval Air Base","Valkenburg","Netherlands","LID","EHVB",52.16609955,4.41794014
"Lifou Airport","Lifou","New Caledonia","LIF","NWWL",-20.77479935,167.2400055
"Limoges Airport","Limoges","France","LIG","LFBL",45.8628006,1.179440022
"Lihue Airport","Lihue","United States","LIH","PHLI",21.97599983,-159.3390045
"Mulia Airport","Mulia","Indonesia","LII","WAJM",-3.7018,137.957
"Lille-Lesquin Airport","Lille","France","LIL","LFQQ",50.563332,3.086886
"Jorge Chávez International Airport","Lima","Peru","LIM","SPIM",-12.0219,-77.114304
"Milano Linate Airport","Milan","Italy","LIN","LIML",45.445099,9.27674
"Limon International Airport","Limon","Costa Rica","LIO","MRLM",9.957960129,-83.02200317
"Lins Airport","Lins","Brazil","LIP","SBLN",-21.66399956,-49.73049927
"Lisala Airport","Lisala","Congo (Kinshasa)","LIQ","FZGA",2.170660019,21.49690056
"Daniel Oduber Quiros International Airport","Liberia","Costa Rica","LIR","MRLB",10.59329987,-85.54440308
"Lisbon Portela Airport","Lisbon","Portugal","LIS","LPPT",38.78129959,-9.135919571
"Bill & Hillary Clinton National Airport/Adams Field","Little Rock","United States","LIT","KLIT",34.72940063,-92.22429657
"Loikaw Airport","Loikaw","Burma","LIW","VYLK",19.69149971,97.21479797
"Likoma Island Airport","Likoma Island","Malawi","LIX","FWLK",-12.08300018,34.73300171
"Lodja Airport","Lodja","Congo (Kinshasa)","LJA","FZVA",-3.417000055,23.45000076
"Lijiang Airport","Lijiang","China","LJG","ZPLJ",26.68000031,100.2460022
"Ljubljana Jože Pučnik Airport","Ljubljana","Slovenia","LJU","LJLJ",46.223701,14.4576
"Lakeba Island Airport","Lakeba Island","Fiji","LKB","NFNK",-18.19919968,-178.8170013
"Lokichoggio Airport","Lokichoggio","Kenya","LKG","HKLK",4.204120159,34.34820175
"Long Akah Airport","Long Akah","Malaysia","LKH","WBGL",3.299999952,114.7829971
"Banak Airport","Lakselv","Norway","LKL","ENNA",70.06880188,24.9734993
"Leknes Airport","Leknes","Norway","LKN","ENLK",68.15249634,13.6093998
"Chaudhary Charan Singh International Airport","Lucknow","India","LKO","VILK",26.76059914,80.88929749
"Lake Placid Airport","Lake Placid","United States","LKP","KLKP",44.26449966,-73.9618988
"Sazená Airport","Sazena","Czech Republic","LKS","LKSZ",50.3246994,14.25889969
"Lake Manyara Airport","Lake Manyara","Tanzania","LKY","HTLM",-3.37631011,35.81829834
"Luleå Airport","Lulea","Sweden","LLA","ESPA",65.54380035,22.12199974
"Lingling Airport","Yongzhou","China","LLF","ZGLG",26.338661,111.610043
"Lalibella Airport","Lalibella","Ethiopia","LLI","HALL",11.97500038,38.97999954
"Lankaran International Airport","Lankaran","Azerbaijan","LLK","UBBL",38.74639893,48.81800079
"Monticello Municipal Ellis Field","Monticello","United States","LLQ","KLLQ",33.6385994,-91.75099945
"Alluitsup Paa Heliport","Alluitsup Paa","Greenland","LLU","BGAP",60.46445,-45.56917
"Lilongwe International Airport","Lilongwe","Malawi","LLW","FWKI",-13.7894001,33.78099823
"Le Mans-Arnage Airport","Le Mans","France","LME","LFRM",47.94860077,0.2016669959
"Valle del Fuerte International Airport","Los Mochis","Mexico","LMM","MMLM",25.68519974,-109.0810013
"Limbang Airport","Limbang","Malaysia","LMN","WBGJ",4.808300018,115.0100021
"RAF Lossiemouth","Lossiemouth","United Kingdom","LMO","EGQS",57.7052002,-3.339169979
"Lampedusa Airport","Lampedusa","Italy","LMP","LICD",35.497898,12.6181
"Lime Acres Finsch Mine Airport","Lime Acres","South Africa","LMR","FALC",-28.36009979,23.43910027
"Klamath Falls Airport","Klamath Falls","United States","LMT","KLMT",42.15610123,-121.7330017
"Palm Beach County Park Airport","West Palm Beach","United States","LNA","KLNA",26.59300041,-80.08509827
"Lamen Bay Airport","Lamen Bay","Vanuatu","LNB","NVSM",-16.58419991,168.1589966
"Hunt Field","Lindau","Germany","LND","KLND",42.81520081,-108.7300034
"Lonorore Airport","Lonorore","Vanuatu","LNE","NVSO",-15.86559963,168.1719971
"Lincoln Airport","Lincoln","United States","LNK","KLNK",40.85100174,-96.75920105
"Willoughby Lost Nation Municipal Airport","Willoughby","United States","LNN","KLNN",41.68399811,-81.38970184
"Leonora Airport","Leonora","Australia","LNO","YLEO",-28.87809944,121.3150024
"Tri-County Regional Airport","Lone Rock","United States","LNR","KLNR",43.21170044,-90.18160248
"Lancaster Airport","Lancaster","United States","LNS","KLNS",40.12170029,-76.2960968
"Lanai Airport","Lanai","United States","LNY","PHNY",20.78560066,-156.951004
"Linz Hörsching Airport","Linz","Austria","LNZ","LOWL",48.2332,14.1875
"Longana Airport","Longana","Vanuatu","LOD","NVSG",-15.30669975,167.9669952
"Loei Airport","Loei","Thailand","LOE","VTUL",17.43910027,101.7220001
"Camilo Ponce Enriquez Airport","La Toma (Catamayo)","Ecuador","LOH","SETM",-3.995889902,-79.37190247
"Lodwar Airport","Lodwar","Kenya","LOK","HKLO",3.121969938,35.6086998
"Derby Field","Lovelock","United States","LOL","KLOL",40.06639862,-118.5650024
"Laghouat Airport","Laghouat","Algeria","LOO","DAUL",33.76440048,2.928339958
"Lombok International Airport","Praya","Indonesia","LOP","WADL",-8.757322,116.276675
"Murtala Muhammed International Airport","Lagos","Nigeria","LOS","DNMM",6.577370167,3.321160078
"Lewis University Airport","Lockport","United States","LOT","KLOT",41.6072998,-88.09619904
"Bowman Field","Louisville","United States","LOU","KLOU",38.22800064,-85.66369629
"Monclova International Airport","Monclova","Mexico","LOV","MMMV",26.95569992,-101.4700012
"London-Corbin Airport/Magee Field","London","United States","LOZ","KLOZ",37.0821991,-84.0848999
"Gran Canaria Airport","Gran Canaria","Spain","LPA","GCLP",27.93190002,-15.38659954
"El Alto International Airport","La Paz","Bolivia","LPB","SLLP",-16.51329994,-68.19229889
"Lompoc Airport","Lompoc","United States","LPC","KLPC",34.66559982,-120.4680023
"La Pedrera Airport","La Pedrera","Colombia","LPD","SKLP",-1.32861,-69.5797
"La Plata Airport","La Plata","Argentina","LPG","SADL",-34.9722,-57.8947
"Linköping City Airport","Linkoeping","Sweden","LPI","ESSL",58.40620041,15.68050003
"Lipetsk Airport","Lipetsk","Russia","LPK","UUOL",52.70280075,39.53779984
"Liverpool John Lennon Airport","Liverpool","United Kingdom","LPL","EGGP",53.33359909,-2.849720001
"Lamap Airport","Lamap","Vanuatu","LPM","NVSL",-16.45400047,167.822998
"Lappeenranta Airport","Lappeenranta","Finland","LPP","EFLP",61.044601,28.144743
"Luang Phabang International Airport","Luang Prabang","Laos","LPQ","VLLB",19.89730072,102.1610031
"Lorain County Regional Airport","Lorain-Elyria","United States","LPR","KLPR",41.34429932,-82.17759705
"Lopez Island Airport","Lopez","United States","LPS","S31",48.48389816,-122.9380035
"Lampang Airport","Lampang","Thailand","LPT","VTCL",18.27090073,99.5042038
"Long Apung Airport","Long Apung-Borneo Island","Indonesia","LPU","WRLP",1.704486,114.970297
"Liepāja International Airport","Liepaja","Latvia","LPX","EVLA",56.51750183,21.09690094
"Le Puy-Loudes Airport","Le Puy","France","LPY","LFHP",45.08069992,3.7628901
"Caucaya Airport","Puerto Leguízamo","Colombia","LQM","SKLG",-0.182278,-74.7708
"Larned Pawnee County Airport","Larned","United States","LQR","KLQR",38.20859909,-99.08599854
"Larisa Airport","Larissa","Greece","LRA","LGLR",39.650253,22.4655
"Laredo International Airport","Laredo","United States","LRD","KLRD",27.54380035,-99.46160126
"Longreach Airport","Longreach","Australia","LRE","YLRE",-23.43420029,144.2799988
"Little Rock Air Force Base","Jacksonville","United States","LRF","KLRF",34.91690063,-92.14969635
"La Rochelle-Île de Ré Airport","La Rochelle","France","LRH","LFBH",46.17919922,-1.195279956
"Niamtougou International Airport","Niatougou","Togo","LRL","DXNG",9.76733017,1.091249943
"Casa De Campo International Airport","La Romana","Dominican Republic","LRM","MDLR",18.45070076,-68.91179657
"Mt Pleasant Regional-Faison field","Mount Pleasant","United States","LRO","KLRO",32.89780045,-79.78289795
"Lar Airport","Lar","Iran","LRR","OISL",27.67469978,54.38330078
"Leros Airport","Leros","Greece","LRS","LGLE",37.18489838,26.8003006
"Lorient South Brittany (Bretagne Sud) Airport","Lorient","France","LRT","LFRH",47.76060104,-3.440000057
"Las Cruces International Airport","Las Cruces","United States","LRU","KLRU",32.28939819,-106.9219971
"Los Roques Airport","Los Roques","Venezuela","LRV","SVRS",11.94999981,-66.66999817
"La Florida Airport","La Serena","Chile","LSC","SCSE",-29.91620064,-71.19950104
"La Crosse Municipal Airport","La Crosse","United States","LSE","KLSE",43.879002,-91.256699
"Lawson Army Air Field (Fort Benning)","Fort Benning","United States","LSF","KLSF",32.33729935,-84.99130249
"Lashio Airport","Lashio","Burma","LSH","VYLS",22.97789955,97.75219727
"Sumburgh Airport","Sumburgh","United Kingdom","LSI","EGPB",59.87889862,-1.295560002
"Josefa Camejo International Airport","Paraguana","Venezuela","LSP","SVJC",11.78077507,-70.15149689
"María Dolores Airport","Los Angeles","Chile","LSQ","SCGE",-37.40169907,-72.42539978
"Terre-de-Haut Airport","Les Saintes","Guadeloupe","LSS","TFFS",15.86439991,-61.58060074
"Launceston Airport","Launceston","Australia","LST","YMLT",-41.54529953,147.2140045
"Nellis Air Force Base","Las Vegas","United States","LSV","KLSV",36.23619843,-115.0339966
"Malikus Saleh Airport","Lhok Seumawe-Sumatra Island","Indonesia","LSW","WITM",5.226679802,96.95030212
"Lismore Airport","Lismore","Australia","LSY","YLIS",-28.83029938,153.2599945
"Lošinj Island Airport","Mali Losinj","Croatia","LSZ","LDLO",44.56579971,14.39309978
"Tzaneen Airport","Tzaneen","South Africa","LTA","FATZ",-23.82439995,30.32929993
"Ghadames East Airport","Ghadames","Libya","LTD","HLTD",30.15169907,9.715310097
"Altai Airport","Altai","Mongolia","LTI","ZMAT",46.37639999,96.22109985
"Bassel Al-Assad International Airport","Latakia","Syria","LTK","OSLK",35.40110016,35.94869995
"Lethem Airport","Lethem","Guyana","LTM","SYLT",3.372760057,-59.78939819
"London Luton Airport","London","United Kingdom","LTN","EGGW",51.87469864,-0.3683330119
"Loreto International Airport","Loreto","Mexico","LTO","MMLT",25.98920059,-111.3479996
"Le Touquet-Côte d'Opale Airport","Le Tourquet","France","LTQ","LFAT",50.51739883,1.620589972
"Altus Air Force Base","Altus","United States","LTS","KLTS",34.667099,-99.26670074
"La Môle Airport","La Môle","France","LTT","LFTZ",43.20539856,6.481999874
"Cotopaxi International Airport","Latacunga","Ecuador","LTX","SELT",-0.906832993,-78.61579895
"Lukla Airport","Lukla","Nepal","LUA","VNLK",27.68689919,86.72969818
"Luderitz Airport","Luderitz","Namibia","LUD","FYLZ",-26.68740082,15.24289989
"Luke Air Force Base","Phoenix","United States","LUF","KLUF",33.53499985,-112.3830032
"Lugano Airport","Lugano","Switzerland","LUG","LSZA",46.00429916,8.910579681
"Ludhiana Airport","Ludhiaha","India","LUH","VILD",30.85470009,75.95259857
"Cincinnati Municipal Airport Lunken Field","Cincinnati","United States","LUK","KLUK",39.10329819,-84.41860199
"Mangshi Airport","Luxi","China","LUM","ZPLX",24.4011,98.5317
"Kenneth Kaunda International Airport Lusaka","Lusaka","Zambia","LUN","FLLS",-15.33080006,28.45260048
"Luena Airport","Luena","Angola","LUO","FNUE",-11.76809978,19.89769936
"Kalaupapa Airport","Molokai","United States","LUP","PHLU",21.21100044,-156.973999
"Brigadier Mayor D Cesar Raul Ojeda Airport","San Luis","Argentina","LUQ","SAOU",-33.27320099,-66.35639954
"Cape Lisburne LRRS Airport","Cape Lisburne","United States","LUR","PALU",68.87509918,-166.1100006
"Dumatumbun Airport","Langgur-Kei Islands","Indonesia","LUV","WAPL",-5.66162014,132.7310028
"Bubung Airport","Luwuk","Indonesia","LUW","WAMW",-1.038920045,122.7720032
"Luxembourg-Findel International Airport","Luxemburg","Luxembourg","LUX","ELLX",49.6233333,6.2044444
"Laval-Entrammes Airport","Laval","France","LVA","LFOV",48.03139877,-0.7429860234
"Livingstone Airport","Livingstone","Zambia","LVI","FLLI",-17.82180023,25.8227005
"Livermore Municipal Airport","Livermore","United States","LVK","KLVK",37.69340134,-121.8199997
"Mission Field","Livingston-Montana","United States","LVM","KLVM",45.69940186,-110.447998
"Laverton Airport","Laverton","Australia","LVO","YLTN",-28.61359978,122.4240036
"Fazenda Colen Airport","Lucas do Rio Verde","Brazil","LVR","SWFE",-13.31444359,-56.11277771
"Las Vegas Municipal Airport","Las Vegas","United States","LVS","KLVS",35.65420151,-105.1419983
"South Haven Area Regional Airport","South Haven","United States","LWA","KLWA",42.3512001,-86.25569916
"Greenbrier Valley Airport","Lewisburg","United States","LWB","KLWB",37.85829926,-80.39949799
"Lawrence Municipal Airport","Lawrence","United States","LWC","KLWC",39.01119995,-95.21659851
"Lerwick / Tingwall Airport","Lerwick","United Kingdom","LWK","EGET",60.19219971,-1.243610024
"Lawrence Municipal Airport","Lawrence","United States","LWM","KLWM",42.71720123,-71.12339783
"Gyumri Shirak Airport","Gyumri","Armenia","LWN","UDSG",40.75040054,43.85929871
"Lviv International Airport","Lvov","Ukraine","LWO","UKLL",49.8125,23.95610046
"Leeuwarden Air Base","Leeuwarden","Netherlands","LWR","EHLW",53.22859955,5.760560036
"Lewiston Nez Perce County Airport","Lewiston","United States","LWS","KLWS",46.37450027,-117.0149994
"Lewistown Municipal Airport","Lewistown","United States","LWT","KLWT",47.04930115,-109.4670029
"Lawas Airport","Lawas","Malaysia","LWY","WBGW",4.849170208,115.4079971
"Lhasa Gonggar Airport","Lhasa","China","LXA","ZULS",29.29780006,90.91190338
"Luang Namtha Airport","Luang Namtha","Laos","LXG","VLLN",20.96699905,101.4000015
"Jim Kelly Field","Lexington","United States","LXN","KLXN",40.79100037,-99.77729797
"Luxor International Airport","Luxor","Egypt","LXR","HELX",25.67099953,32.70660019
"Limnos Airport","Limnos","Greece","LXS","LGLM",39.917099,25.23629951
"Luoyang Airport","Luoyang","China","LYA","ZHLY",34.74110031,112.3880005
"Edward Bodden Airfield","Little Cayman","Cayman Islands","LYB","MWCL",19.66699982,-80.09999847
"Lycksele Airport","Lycksele","Sweden","LYC","ESNL",64.5483017,18.71619987
"RAF Lyneham","Lyneham","United Kingdom","LYE","EGDL",51.5051,-1.99343
"Lianyungang Airport","Lianyungang","China","LYG","ZSLG",34.571667,118.873611
"Lynchburg Regional Preston Glenn Field","Lynchburg","United States","LYH","KLYH",37.3266983,-79.20040131
"Shubuling Airport","Linyi","China","LYI","ZSLY",35.04610062,118.4120026
"Lympne Airport","Lympne","United Kingdom","LYM","EGMK",51.08,1.013
"Lyon-Bron Airport","Lyon","France","LYN","LFLY",45.72719955,4.944270134
"Faisalabad International Airport","Faisalabad","Pakistan","LYP","OPFA",31.36499977,72.99479675
"Svalbard Airport, Longyear","Svalbard","Norway","LYR","ENSB",78.24610138,15.46560001
"Lyon Saint-Exupéry Airport","Lyon","France","LYS","LFLL",45.7255556,5.0811111
"Ely Municipal Airport","Ely","United States","LYU","KELO",47.82450104,-91.83070374
"Lydd Airport","Lydd","United Kingdom","LYX","EGMD",50.95610046,0.9391670227
"Lázaro Cárdenas Airport","Lazard Cardenas","Mexico","LZC","MMLC",18.00169945,-102.2210007
"Liuzhou Bailian Airport","Liuzhou","China","LZH","ZGZH",24.2075,109.390999
"Matsu Nangan Airport","Matsu Islands","Taiwan","LZN","RCFG",26.15979958,119.9580002
"Luzhou Airport","Luzhou","China","LZO","ZULZ",28.85219955,105.3929977
"Lizard Island Airport","Lizard Island","Australia","LZR","YLZI",-14.673273,145.454571
"Gwinnett County Briscoe Field","Lawrenceville","United States","LZU","KLZU",33.97809982,-83.96240234
"Nyingchi Airport","Nyingchi","China","LZY","ZUNZ",29.30330086,94.33529663
"Lampasas Airport","Lampasas","United States","LZZ","KLZZ",31.10619926,-98.19589996
"Desert Aire Airport","Mattawa","United States","M94","KM94",46.68740082,-119.9209976
"Chennai International Airport","Madras","India","MAA","VOMM",12.99000549,80.16929626
"João Correa da Rocha Airport","Maraba","Brazil","MAB","SBMA",-5.368589878,-49.13800049
"Adolfo Suárez Madrid–Barajas Airport","Madrid","Spain","MAD","LEMD",40.471926,-3.56264
"Madera Municipal Airport","Madera","United States","MAE","KMAE",36.98860168,-120.1119995
"Midland International Airport","Midland","United States","MAF","KMAF",31.94249916,-102.2020035
"Madang Airport","Madang","Papua New Guinea","MAG","AYMD",-5.207079887,145.7890015
"Menorca Airport","Menorca","Spain","MAH","LEMH",39.86259842,4.218649864
"Mangochi Airport","Mangochi","Malawi","MAI","FWMG",-14.4829998,35.26699829
"Marshall Islands International Airport","Majuro","Marshall Islands","MAJ","PKMJ",7.064760208,171.2720032
"Malakal Airport","Malakal","Sudan","MAK","HSSM",9.558970451,31.6522007
"General Servando Canales International Airport","Matamoros","Mexico","MAM","MMMA",25.76989937,-97.52529907
"Manchester Airport","Manchester","United Kingdom","MAN","EGCC",53.35369873,-2.274950027
"Eduardo Gomes International Airport","Manaus","Brazil","MAO","SBEG",-3.038609982,-60.04970169
"Mae Sot Airport","Tak","Thailand","MAQ","VTPM",16.69989967,98.54509735
"La Chinita International Airport","Maracaibo","Venezuela","MAR","SVMC",10.55820847,-71.7278595
"Momote Airport","Momote","Papua New Guinea","MAS","AYMO",-2.06189,147.423996
"Tshimpi Airport","Matadi","Congo (Kinshasa)","MAT","FZAM",-5.799610138,13.44040012
"Maupiti Airport","Maupiti","French Polynesia","MAU","NTTP",-16.42650032,-152.2440033
"Ouro Sogui Airport","Matam","Senegal","MAX","GOSM",15.59360027,-13.32279968
"Eugenio Maria De Hostos Airport","Mayaguez","Puerto Rico","MAZ","TJMZ",18.25569916,-67.14849854
"Mombasa Moi International Airport","Mombasa","Kenya","MBA","HKMO",-4.034830093,39.59420013
"Mmabatho International Airport","Mafeking","South Africa","MBD","FAMM",-25.79840088,25.54800034
"Monbetsu Airport","Monbetsu","Japan","MBE","RJEB",44.30390167,143.404007
"Mobridge Municipal Airport","Mobridge","United States","MBG","KMBG",45.54650116,-100.4079971
"Maryborough Airport","Maryborough","Australia","MBH","YMYB",-25.51329994,152.7149963
"Mbeya Airport","Mbeya","Tanzania","MBI","HTMB",-8.916999817,33.46699905
"Sangster International Airport","Montego Bay","Jamaica","MBJ","MKJS",18.50370026,-77.91339874
"Manistee Co Blacker Airport","Manistee","United States","MBL","KMBL",44.2723999,-86.24690247
"MBS International Airport","Saginaw","United States","MBS","KMBS",43.53290176,-84.07959747
"Moises R. Espinosa Airport","Masbate","Philippines","MBT","RPVJ",12.36940002,123.6289978
"Babanakira Airport","Mbambanakira","Solomon Islands","MBU","AGGI",-9.74750042,159.8390045
"Melbourne Moorabbin Airport","Melbourne","Australia","MBW","YMMB",-37.97579956,145.102005
"Maribor Airport","Maribor","Slovenia","MBX","LJMB",46.47990036,15.68610001
"Maués Airport","Maues","Brazil","MBZ","SWMW",-3.37217,-57.7248
"Mc Comb/Pike County Airport/John E Lewis Field","Mc Comb","United States","MCB","KMCB",31.17849922,-90.47190094
"Mc Clellan Airfield","Sacramento","United States","MCC","KMCC",38.66759872,-121.401001
"Merced Regional Macready Field","Merced","United States","MCE","KMCE",37.28469849,-120.5139999
"Mac Dill Air Force Base","Tampa","United States","MCF","KMCF",27.84930038,-82.52120209
"McGrath Airport","Mcgrath","United States","MCG","PAMC",62.95289993,-155.6060028
"General Manuel Serrano Airport","Machala","Ecuador","MCH","SEMH",-3.2689,-79.961601
"Kansas City International Airport","Kansas City","United States","MCI","KMCI",39.2976,-94.713898
"Mc Cook Ben Nelson Regional Airport","McCook","United States","MCK","KMCK",40.20629883,-100.5920029
"McKinley National Park Airport","McKinley Park","United States","MCL","PAIN",63.73260117,-148.9109955
"Middle Georgia Regional Airport","Macon","United States","MCN","KMCN",32.69279861,-83.64920044
"Orlando International Airport","Orlando","United States","MCO","KMCO",28.42939949,-81.30899811
"Alberto Alcolumbre Airport","Macapa","Brazil","MCP","SBMQ",0.05066400021,-51.07220078
"Muscat International Airport","Muscat","Oman","MCT","OOMS",23.59329987,58.28440094
"Montluçon-Guéret Airport","Montlucon-gueret","France","MCU","LFBK",46.22259903,2.363960028
"McArthur River Mine Airport","McArthur River Mine","Australia","MCV","YMHU",-16.44249916,136.0839996
"Mason City Municipal Airport","Mason City","United States","MCW","KMCW",43.15779877,-93.33129883
"Uytash Airport","Makhachkala","Russia","MCX","URML",42.81679916,47.65230179
"Sunshine Coast Airport","Maroochydore","Australia","MCY","YBMC",-26.60330009,153.0910034
"Zumbi dos Palmares Airport","Maceio","Brazil","MCZ","SBMO",-9.510809898,-35.79169846
"Sam Ratulangi Airport","Manado","Indonesia","MDC","WAMM",1.54926002,124.9260025
"Jose Maria Córdova International Airport","Rio Negro","Colombia","MDE","SKRG",6.16454,-75.4231
"Mudanjiang Hailang International Airport","Mudanjiang","China","MDG","ZYMD",44.52410126,129.5690002
"Southern Illinois Airport","Carbondale/Murphysboro","United States","MDH","KMDH",37.77809906,-89.2519989
"Makurdi Airport","Makurdi","Nigeria","MDI","DNMK",7.703879833,8.613940239
"Mbandaka Airport","Mbandaka","Congo (Kinshasa)","MDK","FZEA",0.02260000072,18.2887001
"Mandalay International Airport","Mandalay","Burma","MDL","VYMD",21.70219994,95.97789764
"El Jagüel / Punta del Este Airport","Maldonado","Uruguay","MDO","SUPE",-34.91699982,-54.91699982
"Ástor Piazzola International Airport","Mar Del Plata","Argentina","MDQ","SAZM",-37.9342,-57.5733
"Middle Caicos Airport","Middle Caicos","Turks and Caicos Islands","MDS","MBMC",21.82602,-71.8025
"Harrisburg International Airport","Harrisburg","United States","MDT","KMDT",40.19350052,-76.76339722
"Mendi Airport","Mendi","Papua New Guinea","MDU","AYMN",-6.14774,143.656998
"Chicago Midway International Airport","Chicago","United States","MDW","KMDW",41.7859993,-87.75240326
"Henderson Field","Midway","Midway Islands","MDY","PMDY",28.20170021,-177.3809967
"El Plumerillo Airport","Mendoza","Argentina","MDZ","SAME",-32.83169937,-68.79290009
"Macaé Airport","Macaé","Brazil","MEA","SBME",-22.34300041,-41.76599884
"Melbourne Essendon Airport","Melbourne","Australia","MEB","YMEN",-37.72809982,144.9019928
"Eloy Alfaro International Airport","Manta","Ecuador","MEC","SEMT",-0.9460780025,-80.67880249
"Prince Mohammad Bin Abdulaziz Airport","Madinah","Saudi Arabia","MED","OEMA",24.55340004,39.70510101
"Maré Airport","Mare","New Caledonia","MEE","NWWR",-21.4817009,168.0379944
"Malanje Airport","Malanje","Angola","MEG","FNMA",-9.525090218,16.31240082
"Mehamn Airport","Mehamn","Norway","MEH","ENMH",71.02970123,27.82670021
"Key Field","Meridian","United States","MEI","KMEI",32.33259964,-88.75189972
"Meade Municipal Airport","Meade","United States","MEJ","KMEJ",37.27690125,-100.3560028
"Bassatine Airport","Meknes","Morocco","MEK","GMFM",33.8791008,-5.515120029
"Melbourne International Airport","Melbourne","Australia","MEL","YMML",-37.6733017,144.8430023
"Memphis International Airport","Memphis","United States","MEM","KMEM",35.04240036,-89.97669983
"Mende-Brenoux Airport","Mende","France","MEN","LFNB",44.5021019,3.532819986
"Dare County Regional Airport","Manteo","United States","MEO","KMQI",35.91899872,-75.69550323
"Seunagan Airport","Nagan Raya","Indonesia","MEQ","WITC",4.25,96.21700287
"Castle Airport","Merced","United States","MER","KMER",37.38050079,-120.5680008
"Soewondo Air Force Base","Medan","Indonesia","MES","WIMK",3.559167,98.671111
"Licenciado Benito Juarez International Airport","Mexico City","Mexico","MEX","MMMX",19.4363,-99.072098
"Meghauli Airport","Meghauli","Nepal","MEY","VNMG",27.5774,84.22875
"Morningside Farm Airport","Musina","South Africa","MEZ","FAMS",-25.7045002,26.9090004
"Mafia Island Airport","Mafia Island","Tanzania","MFA","HTMA",-7.917478,39.668502
"Mansfield Lahm Regional Airport","Mansfield","United States","MFD","KMFD",40.82139969,-82.51660156
"Mc Allen Miller International Airport","Mcallen","United States","MFE","KMFE",26.17580032,-98.23860168
"Muzaffarabad Airport","Muzaffarabad","Pakistan","MFG","OPMF",34.3390007,73.50859833
"Marshfield Municipal Airport","Marshfield","United States","MFI","KMFI",44.63690186,-90.18930054
"Moala Airport","Moala","Fiji","MFJ","NFMO",-18.56669998,179.951004
"Matsu Beigan Airport","Matsu Islands","Taiwan","MFK","RCMT",26.2241993,120.0029984
"Macau International Airport","Macau","Macau","MFM","VMMC",22.14959908,113.5920029
"Milford Sound Airport","Milford Sound","New Zealand","MFN","NZMF",-44.6733017,167.9230042
"Maradi Airport","Maradi","Niger","MFQ","DRRM",13.50249958,7.126749992
"Rogue Valley International Medford Airport","Medford","United States","MFR","KMFR",42.37419891,-122.8730011
"Mfuwe Airport","Mfuwe","Zambia","MFU","FLMF",-13.25889969,31.93659973
"Méribel Altiport","Ajaccio","France","MFX","LFKX",45.407003,6.577942
"Augusto C. Sandino (Managua) International Airport","Managua","Nicaragua","MGA","MNMG",12.14150047,-86.16819763
"Mount Gambier Airport","Mount Gambier","Australia","MGB","YMTG",-37.74560165,140.7850037
"Michigan City Municipal Airport","Michigan City","United States","MGC","KMGC",41.70330048,-86.82119751
"Dobbins Air Reserve Base","Marietta","United States","MGE","KMGE",33.91540146,-84.51629639
"Regional de Maringá - Sílvio Nane Junior Airport","Maringa","Brazil","MGF","SBMG",-23.4794445,-52.01222229
"Margate Airport","Margate","South Africa","MGH","FAMG",-30.85740089,30.34300041
